trade_id,timestamp,exchange,symbol,side,quantity,price_usd,fee_usd
H-00294,2023-11-03T21:47:44Z,Coinbase,BTC,SELL,0.00461631,50349.68,0.23
H-00295,2023-11-04T03:15:53Z,Binance,DOGE,BUY,17506.59,0.120591,2.11
H-00296,2023-11-04T18:22:29Z,Binance,SOL,BUY,17.6133,105.909,1.87
H-00297,2023-11-05T15:48:06Z,Binance,ETH,BUY,0.692155,1691.87,1.17
H-00298,2023-11-07T22:57:11Z,Binance,SOL,SELL,68.7915,105.347,7.25
H-00299,2023-11-08T22:38:20Z,Coinbase,BTC,BUY,0.04946391,48309.73,2.39
H-00300,2023-11-09T07:48:55Z,Binance,ETH,BUY,1.024726,1865.84,1.91
H-00301,2023-11-10T22:30:12Z,Coinbase,BTC,BUY,0.02263747,51194.45,1.16
H-00302,2023-11-11T16:38:36Z,Binance,DOGE,BUY,10832.26,0.121484,1.32
H-00303,2023-11-11T18:21:31Z,Binance,CKB,SELL,468910.64,0.00383007,1.80
H-00304,2023-11-13T03:14:07Z,Binance,ETH,BUY,0.074646,2090.36,0.16
H-00305,2023-11-15T21:45:14Z,Binance,ETH,BUY,0.594974,1689.73,1.01
H-00306,2023-11-16T05:13:06Z,Coinbase,BTC,BUY,0.04172476,55069.87,2.30
H-00307,2023-11-16T05:51:30Z,Coinbase,ETH,BUY,0.609062,1852.36,1.13
H-00308,2023-11-17T01:20:11Z,Binance,BTC,BUY,0.00776818,55430.25,0.43
H-00309,2023-11-17T10:17:09Z,Coinbase,ETH,SELL,4.043335,1797.06,7.27
H-00310,2023-11-17T20:02:19Z,Binance,SOL,BUY,15.0533,96.309,1.45
H-00311,2023-11-18T10:43:38Z,Coinbase,SOL,SELL,4.9971,92.519,0.46
H-00312,2023-11-18T13:08:47Z,Binance,ETH,BUY,0.683266,2099.35,1.43
H-00313,2023-11-18T18:29:20Z,Binance,BTC,BUY,0.00335631,61433.29,0.21
H-00314,2023-11-21T07:22:28Z,Coinbase,SOL,BUY,19.5359,86.746,1.69
H-00315,2023-11-22T16:47:34Z,Binance,BTC,BUY,0.04939696,49807.15,2.46
H-00316,2023-11-23T06:53:50Z,Coinbase,ETH,BUY,0.175601,2099.15,0.37
H-00317,2023-11-23T17:13:32Z,Binance,SOL,BUY,18.8821,101.025,1.91
H-00318,2023-11-24T08:59:35Z,Binance,CKB,BUY,484601.73,0.00306309,1.48
H-00319,2023-11-24T10:15:39Z,Coinbase,ETH,BUY,1.160078,1853.02,2.15
H-00320,2023-11-24T10:20:14Z,Binance,SOL,SELL,23.7508,96.799,2.30
H-00321,2023-11-24T15:55:24Z,Coinbase,ETH,SELL,5.484185,1743.21,9.56
H-00322,2023-11-26T04:27:34Z,Binance,ETH,BUY,0.634606,1952.18,1.24
H-00323,2023-11-26T19:00:12Z,Binance,BTC,BUY,0.03576642,49270.49,1.76
H-00324,2023-11-27T01:01:52Z,Binance,ETH,SELL,0.176339,2182.62,0.38
H-00325,2023-11-27T02:09:57Z,Binance,SOL,SELL,8.0623,95.327,0.77
H-00326,2023-11-27T11:14:38Z,Binance,BTC,SELL,0.21803538,54329.71,11.85
H-00327,2023-11-28T11:31:05Z,Binance,ETH,BUY,0.604180,1806.36,1.09
H-00328,2023-11-28T12:41:45Z,Coinbase,DOGE,SELL,23041.27,0.122514,2.82
H-00329,2023-11-30T03:57:32Z,Binance,ETH,BUY,1.225831,1746.65,2.14
H-00330,2023-11-30T23:30:46Z,Coinbase,BTC,BUY,0.00430324,62510.69,0.27
H-00331,2023-12-01T13:31:03Z,Coinbase,CKB,BUY,296668.44,0.00353733,1.05
H-00332,2023-12-02T01:13:41Z,Binance,ETH,BUY,0.355589,2239.12,0.80
H-00333,2023-12-02T09:45:29Z,Coinbase,BTC,BUY,0.02798242,57175.06,1.60
H-00334,2023-12-02T16:32:54Z,Binance,CKB,SELL,362063.48,0.00395346,1.43
H-00335,2023-12-03T00:45:57Z,Coinbase,DOGE,BUY,18937.68,0.130697,2.48
H-00336,2023-12-04T05:50:12Z,Coinbase,CKB,BUY,358026.82,0.00360028,1.29
H-00337,2023-12-04T07:19:32Z,Binance,CKB,BUY,63852.01,0.00330840,0.21
H-00338,2023-12-05T00:31:50Z,Binance,SOL,BUY,27.5665,89.968,2.48
H-00339,2023-12-05T12:33:40Z,Binance,ETH,SELL,1.476943,1762.79,2.60
H-00340,2023-12-06T19:59:06Z,Binance,ETH,SELL,0.695219,2051.77,1.43
H-00341,2023-12-07T22:59:04Z,Coinbase,ETH,BUY,0.484998,1850.13,0.90
H-00342,2023-12-08T00:12:45Z,Binance,DOGE,BUY,17323.09,0.103695,1.80
H-00343,2023-12-09T10:30:17Z,Coinbase,DOGE,BUY,15416.38,0.137272,2.12
H-00344,2023-12-09T16:11:03Z,Coinbase,DOGE,SELL,30257.66,0.114097,3.45
H-00345,2023-12-10T20:05:11Z,Coinbase,BTC,BUY,0.03004807,53022.27,1.59
H-00346,2023-12-11T09:37:54Z,Binance,ETH,SELL,0.956703,2270.56,2.17
H-00347,2023-12-12T14:39:38Z,Coinbase,BTC,BUY,0.03516901,61775.21,2.17
H-00348,2023-12-12T18:07:00Z,Coinbase,CKB,SELL,573026.01,0.00368160,2.11
H-00349,2023-12-13T09:18:48Z,Coinbase,CKB,BUY,149070.81,0.00375242,0.56
H-00350,2023-12-13T12:22:45Z,Coinbase,ETH,BUY,0.972368,2122.62,2.06
H-00351,2023-12-14T18:02:59Z,Coinbase,SOL,SELL,44.2276,112.270,4.97
H-00352,2023-12-15T08:31:39Z,Binance,DOGE,BUY,14945.62,0.104754,1.57
H-00353,2023-12-15T10:31:43Z,Coinbase,DOGE,SELL,129181.81,0.107387,13.87
H-00354,2023-12-17T15:37:57Z,Binance,SOL,BUY,23.5342,94.777,2.23
H-00355,2023-12-20T14:33:13Z,Coinbase,SOL,SELL,23.5342,103.939,2.45
H-00356,2023-12-21T01:26:59Z,Coinbase,BTC,BUY,0.00436717,60255.63,0.26
H-00357,2023-12-22T20:30:40Z,Coinbase,ETH,SELL,0.146550,2280.40,0.33
H-00358,2023-12-27T00:14:19Z,Binance,DOGE,BUY,13668.33,0.129118,1.76
H-00359,2023-12-27T08:12:34Z,Binance,CKB,SELL,463688.00,0.00318405,1.48
H-00360,2023-12-27T16:22:09Z,Binance,SOL,BUY,10.7572,95.966,1.03
H-00361,2023-12-28T01:43:27Z,Binance,DOGE,SELL,7471.29,0.140069,1.05
H-00362,2023-12-28T23:03:31Z,Binance,CKB,BUY,129784.69,0.00414335,0.54
H-00363,2023-12-29T03:35:01Z,Coinbase,BTC,SELL,0.04696397,50229.29,2.36
H-00364,2023-12-29T20:20:11Z,Binance,SOL,SELL,3.7163,100.286,0.37
H-00365,2023-12-30T05:31:50Z,Coinbase,SOL,BUY,3.9146,90.922,0.36
H-00366,2023-12-30T14:51:42Z,Binance,ETH,BUY,0.350859,1813.66,0.64
H-00367,2024-01-01T00:59:26Z,Binance,CKB,SELL,202924.22,0.00404951,0.82
H-00368,2024-01-03T09:29:26Z,Coinbase,DOGE,SELL,757.95,0.120381,0.09
H-00369,2024-01-03T12:37:29Z,Binance,CKB,BUY,619014.57,0.00342017,2.12
H-00370,2024-01-04T15:03:00Z,Binance,BTC,BUY,0.01902921,50338.92,0.96
H-00371,2024-01-04T18:03:56Z,Coinbase,DOGE,BUY,9780.70,0.108346,1.06
H-00372,2024-01-05T17:00:26Z,Binance,DOGE,SELL,6957.77,0.139220,0.97
H-00373,2024-01-07T22:24:20Z,Binance,BTC,BUY,0.01840645,65479.39,1.21
H-00374,2024-01-08T07:20:57Z,Coinbase,ETH,BUY,0.196133,2276.71,0.45
H-00375,2024-01-08T11:28:52Z,Coinbase,ETH,BUY,0.678009,2395.22,1.62
H-00376,2024-01-11T00:55:47Z,Coinbase,SOL,SELL,3.2722,121.631,0.40
H-00377,2024-01-12T09:34:32Z,Coinbase,SOL,SELL,3.0256,109.095,0.33
H-00378,2024-01-13T14:53:11Z,Binance,BTC,BUY,0.00880514,56588.45,0.50
H-00379,2024-01-14T16:03:24Z,Coinbase,BTC,SELL,0.02750530,59242.16,1.63
H-00380,2024-01-17T09:35:02Z,Binance,SOL,BUY,12.2676,105.247,1.29
H-00381,2024-01-19T01:28:12Z,Coinbase,ETH,BUY,0.248063,1967.46,0.49
H-00382,2024-01-20T20:34:33Z,Binance,BTC,BUY,0.03905571,56727.95,2.22
H-00383,2024-01-20T23:54:20Z,Coinbase,CKB,SELL,223214.81,0.00422985,0.94
H-00384,2024-01-21T06:39:01Z,Binance,CKB,BUY,422868.18,0.00416064,1.76
H-00385,2024-01-21T08:38:03Z,Coinbase,ETH,BUY,0.954368,1988.49,1.90
H-00386,2024-01-21T11:30:07Z,Coinbase,SOL,SELL,9.4226,117.101,1.10
H-00387,2024-01-21T18:59:46Z,Binance,CKB,BUY,539992.76,0.00405171,2.19
H-00388,2024-01-22T02:28:10Z,Binance,BTC,SELL,0.06081885,55318.35,3.36
H-00389,2024-01-22T19:05:59Z,Binance,ETH,BUY,1.095736,1923.26,2.11
H-00390,2024-01-23T13:09:54Z,Coinbase,BTC,BUY,0.03980323,57969.49,2.31
H-00391,2024-01-23T14:59:44Z,Binance,SOL,BUY,11.0954,120.505,1.34
H-00392,2024-01-24T00:19:01Z,Coinbase,BTC,BUY,0.02395236,54217.98,1.30
H-00393,2024-01-24T17:02:17Z,Coinbase,DOGE,BUY,7398.66,0.129616,0.96
H-00394,2024-01-25T04:03:46Z,Binance,BTC,SELL,0.06735198,55050.05,3.71
H-00395,2024-01-26T00:24:01Z,Binance,ETH,BUY,0.349329,2239.57,0.78
H-00396,2024-01-27T13:13:40Z,Coinbase,BTC,SELL,0.01023021,58543.58,0.60
H-00397,2024-01-28T01:04:15Z,Coinbase,SOL,SELL,6.1997,107.869,0.67
H-00398,2024-02-01T02:00:07Z,Coinbase,DOGE,BUY,11927.74,0.113354,1.35
H-00399,2024-02-02T07:14:05Z,Binance,DOGE,SELL,27588.42,0.134582,3.71
H-00400,2024-02-03T02:16:12Z,Coinbase,SOL,BUY,12.9912,127.425,1.66
H-00401,2024-02-03T21:12:17Z,Coinbase,SOL,SELL,25.3896,100.840,2.56
H-00402,2024-02-03T23:56:36Z,Coinbase,SOL,BUY,15.7308,117.287,1.85
H-00403,2024-02-04T08:06:07Z,Binance,SOL,SELL,15.7308,103.263,1.62
H-00404,2024-02-04T11:20:52Z,Coinbase,SOL,BUY,5.6575,118.878,0.67
H-00405,2024-02-04T16:42:17Z,Binance,SOL,BUY,19.1489,111.585,2.14
H-00406,2024-02-05T00:36:51Z,Binance,SOL,SELL,11.9433,97.935,1.17
H-00407,2024-02-06T22:10:21Z,Coinbase,SOL,SELL,3.9906,116.787,0.47
H-00408,2024-02-07T11:27:18Z,Coinbase,SOL,BUY,8.1131,103.662,0.84
H-00409,2024-02-11T05:12:04Z,Binance,BTC,BUY,0.02285558,66565.82,1.52
H-00410,2024-02-11T06:39:28Z,Coinbase,CKB,BUY,308728.54,0.00429543,1.33
H-00411,2024-02-12T07:20:05Z,Binance,DOGE,BUY,2262.71,0.122440,0.28
H-00412,2024-02-13T18:37:06Z,Coinbase,ETH,BUY,0.383372,2491.77,0.96
H-00413,2024-02-16T07:20:41Z,Coinbase,ETH,BUY,0.890439,2057.21,1.83
H-00414,2024-02-16T19:23:11Z,Binance,SOL,BUY,4.8223,117.276,0.57
H-00415,2024-02-17T18:53:40Z,Binance,CKB,SELL,667445.72,0.00361057,2.41
H-00416,2024-02-20T10:59:17Z,Coinbase,ETH,BUY,0.724388,2262.18,1.64
H-00417,2024-02-21T08:13:15Z,Binance,CKB,BUY,424161.16,0.00331098,1.40
H-00418,2024-02-21T12:10:42Z,Binance,SOL,SELL,21.8079,122.163,2.66
H-00419,2024-02-22T04:50:33Z,Binance,ETH,SELL,2.640672,2318.46,6.12
H-00420,2024-02-22T18:00:37Z,Coinbase,BTC,SELL,0.02425236,66638.58,1.62
H-00421,2024-02-22T19:35:22Z,Binance,CKB,SELL,473273.67,0.00434848,2.06
H-00422,2024-02-23T19:16:02Z,Binance,ETH,BUY,0.926768,2490.14,2.31
H-00423,2024-02-24T00:24:33Z,Binance,ETH,BUY,0.195434,2345.21,0.46
H-00424,2024-02-24T11:52:40Z,Binance,BTC,SELL,0.00835346,58417.78,0.49
H-00425,2024-02-24T12:24:04Z,Binance,DOGE,BUY,11244.92,0.151680,1.71
H-00426,2024-02-25T07:17:31Z,Binance,BTC,SELL,0.00954320,64373.99,0.61
H-00427,2024-02-26T02:58:07Z,Coinbase,ETH,SELL,2.232987,2329.48,5.20
H-00428,2024-02-26T23:21:56Z,Binance,DOGE,BUY,3457.06,0.136629,0.47
H-00429,2024-02-27T01:04:36Z,Binance,DOGE,SELL,16964.69,0.141135,2.39
H-00430,2024-02-27T08:44:29Z,Binance,DOGE,BUY,6370.83,0.120555,0.77
H-00431,2024-02-27T19:19:37Z,Binance,SOL,BUY,6.9659,121.173,0.84
H-00432,2024-02-29T11:28:43Z,Coinbase,DOGE,BUY,4810.37,0.132647,0.64
H-00433,2024-03-01T11:14:59Z,Coinbase,ETH,BUY,0.918757,1881.17,1.73
H-00434,2024-03-02T03:24:14Z,Binance,ETH,SELL,2.134331,2510.95,5.36
H-00435,2024-03-03T12:24:03Z,Binance,CKB,BUY,187365.18,0.00451339,0.85
H-00436,2024-03-04T04:28:39Z,Binance,ETH,SELL,0.541324,2466.41,1.34
H-00437,2024-03-04T14:18:25Z,Binance,BTC,SELL,0.01875826,67932.09,1.27
H-00438,2024-03-05T15:24:52Z,Binance,SOL,BUY,10.7019,110.133,1.18
H-00439,2024-03-05T22:59:20Z,Coinbase,SOL,BUY,4.6025,125.964,0.58
H-00440,2024-03-06T05:04:51Z,Coinbase,SOL,BUY,13.9784,126.715,1.77
H-00441,2024-03-06T16:52:13Z,Coinbase,ETH,SELL,0.213509,1965.41,0.42
H-00442,2024-03-06T20:37:53Z,Coinbase,DOGE,BUY,11179.32,0.133015,1.49
H-00443,2024-03-07T03:50:49Z,Binance,SOL,BUY,18.2810,119.088,2.18
H-00444,2024-03-08T02:17:57Z,Binance,CKB,BUY,93250.94,0.00445468,0.42
H-00445,2024-03-08T10:37:19Z,Binance,BTC,BUY,0.01550602,57297.70,0.89
H-00446,2024-03-08T14:16:42Z,Coinbase,SOL,BUY,15.2258,116.077,1.77
H-00447,2024-03-09T21:10:02Z,Binance,ETH,BUY,0.770481,2219.03,1.71
H-00448,2024-03-10T03:58:24Z,Coinbase,DOGE,SELL,7888.43,0.149968,1.18
H-00449,2024-03-10T05:42:45Z,Binance,CKB,BUY,74003.60,0.00440429,0.33
H-00450,2024-03-11T12:55:48Z,Binance,SOL,SELL,21.0409,132.111,2.78
H-00451,2024-03-12T07:11:32Z,Coinbase,BTC,BUY,0.03321504,61206.13,2.03
H-00452,2024-03-12T17:53:58Z,Binance,CKB,BUY,653480.21,0.00375616,2.45
H-00453,2024-03-14T07:36:29Z,Binance,BTC,BUY,0.00388391,60301.28,0.23
H-00454,2024-03-14T23:12:39Z,Binance,DOGE,BUY,10729.38,0.153617,1.65
H-00455,2024-03-15T01:19:26Z,Coinbase,CKB,SELL,728856.86,0.00452379,3.30
H-00456,2024-03-15T01:26:51Z,Binance,SOL,BUY,3.3775,123.745,0.42
H-00457,2024-03-15T05:30:13Z,Coinbase,BTC,BUY,0.03547547,59202.24,2.10
H-00458,2024-03-16T11:31:31Z,Coinbase,DOGE,SELL,4289.91,0.135985,0.58
H-00459,2024-03-16T14:13:34Z,Binance,BTC,SELL,0.01830265,57662.25,1.06
H-00460,2024-03-19T09:11:13Z,Binance,SOL,BUY,10.9112,103.014,1.12
H-00461,2024-03-19T09:18:11Z,Coinbase,CKB,BUY,388327.85,0.00395257,1.53
H-00462,2024-03-19T13:22:29Z,Coinbase,BTC,BUY,0.00419167,63016.21,0.26
H-00463,2024-03-20T00:39:48Z,Binance,DOGE,BUY,15566.90,0.147038,2.29
H-00464,2024-03-21T14:55:14Z,Coinbase,ETH,BUY,0.851629,1990.51,1.70
H-00465,2024-03-21T15:34:06Z,Binance,DOGE,BUY,7490.22,0.151379,1.13
H-00466,2024-03-21T19:31:51Z,Coinbase,SOL,SELL,10.6532,113.467,1.21
H-00467,2024-03-23T11:17:56Z,Binance,DOGE,BUY,12086.14,0.150826,1.82
H-00468,2024-03-23T11:26:07Z,Binance,ETH,BUY,0.884972,2066.51,1.83
H-00469,2024-03-24T03:04:52Z,Coinbase,ETH,SELL,3.481732,2267.84,7.90
H-00470,2024-03-25T06:03:10Z,Coinbase,DOGE,BUY,10999.47,0.135552,1.49
H-00471,2024-03-25T14:03:34Z,Binance,DOGE,BUY,16774.58,0.127643,2.14
H-00472,2024-03-26T16:36:45Z,Coinbase,BTC,SELL,0.03644964,60671.34,2.21
H-00473,2024-03-27T10:13:36Z,Binance,SOL,BUY,2.8100,105.259,0.30
H-00474,2024-03-27T15:04:23Z,Binance,DOGE,SELL,39378.30,0.117517,4.63
H-00475,2024-03-27T22:49:13Z,Coinbase,DOGE,BUY,10218.01,0.132185,1.35
H-00476,2024-03-28T14:40:12Z,Coinbase,BTC,BUY,0.01491629,71113.76,1.06
H-00477,2024-03-28T19:50:20Z,Coinbase,DOGE,SELL,28986.50,0.118548,3.44
H-00478,2024-03-29T05:30:44Z,Coinbase,ETH,BUY,0.705827,2558.53,1.81
H-00479,2024-03-30T06:33:15Z,Binance,DOGE,BUY,11280.77,0.138994,1.57
H-00480,2024-03-30T16:52:08Z,Binance,SOL,SELL,25.7895,116.340,3.00
H-00481,2024-03-30T17:58:46Z,Binance,CKB,SELL,986822.59,0.00349361,3.45
H-00482,2024-03-30T20:32:09Z,Coinbase,SOL,SELL,11.7024,116.980,1.37
H-00483,2024-03-31T09:02:12Z,Binance,CKB,SELL,326428.46,0.00440733,1.44
H-00484,2024-04-01T18:55:01Z,Coinbase,DOGE,BUY,11176.42,0.119634,1.34
H-00485,2024-04-02T04:51:58Z,Coinbase,BTC,BUY,0.03679967,60489.19,2.23
H-00486,2024-04-02T18:12:26Z,Coinbase,SOL,BUY,21.4332,111.193,2.38
H-00487,2024-04-03T11:40:10Z,Binance,DOGE,SELL,15540.97,0.151052,2.35
H-00488,2024-04-04T14:43:59Z,Binance,BTC,BUY,0.01349771,66989.28,0.90
H-00489,2024-04-04T17:27:21Z,Coinbase,CKB,SELL,278324.87,0.00377573,1.05
H-00490,2024-04-05T13:36:00Z,Binance,CKB,SELL,169503.93,0.00351885,0.60
H-00491,2024-04-05T18:51:26Z,Coinbase,DOGE,SELL,6734.40,0.139388,0.94
H-00492,2024-04-05T23:18:57Z,Coinbase,BTC,BUY,0.03617518,57983.38,2.10
H-00493,2024-04-06T15:43:56Z,Coinbase,BTC,BUY,0.00747981,68360.44,0.51
H-00494,2024-04-06T17:39:21Z,Binance,BTC,BUY,0.00497587,55775.15,0.28
H-00495,2024-04-06T23:25:45Z,Coinbase,DOGE,BUY,15119.22,0.151517,2.29
H-00496,2024-04-07T14:49:19Z,Binance,CKB,BUY,47383.64,0.00400336,0.19
H-00497,2024-04-08T07:55:32Z,Binance,DOGE,SELL,11428.15,0.120247,1.37
H-00498,2024-04-09T02:47:07Z,Coinbase,SOL,SELL,12.4670,129.590,1.62
H-00499,2024-04-09T04:20:37Z,Coinbase,BTC,SELL,0.07549181,63315.65,4.78
H-00500,2024-04-09T22:24:20Z,Coinbase,ETH,BUY,1.031712,2165.72,2.23
H-00501,2024-04-12T06:04:52Z,Coinbase,BTC,SELL,0.07587254,65045.11,4.94
H-00502,2024-04-12T11:35:37Z,Binance,DOGE,SELL,13683.03,0.140958,1.93
H-00503,2024-04-12T23:04:26Z,Coinbase,CKB,SELL,70712.93,0.00460806,0.33
H-00504,2024-04-13T08:54:23Z,Binance,ETH,BUY,0.843938,2046.12,1.73
H-00505,2024-04-13T14:56:48Z,Binance,DOGE,SELL,15871.94,0.137523,2.18
H-00506,2024-04-13T19:53:16Z,Binance,ETH,SELL,2.581477,2471.35,6.38
H-00507,2024-04-14T00:23:57Z,Binance,BTC,BUY,0.00523418,59999.98,0.31
H-00508,2024-04-14T08:20:24Z,Binance,SOL,BUY,7.7148,119.460,0.92
H-00509,2024-04-14T11:34:59Z,Coinbase,DOGE,BUY,14417.41,0.142057,2.05
H-00510,2024-04-15T07:12:46Z,Binance,ETH,BUY,0.369082,1973.85,0.73
H-00511,2024-04-15T08:23:29Z,Coinbase,CKB,BUY,258899.98,0.00384238,0.99
H-00512,2024-04-15T10:13:48Z,Binance,CKB,SELL,67885.75,0.00407271,0.28
H-00513,2024-04-16T08:43:23Z,Coinbase,SOL,BUY,3.5973,133.156,0.48
H-00514,2024-04-17T11:34:24Z,Binance,BTC,BUY,0.03267324,68754.95,2.25
H-00515,2024-04-18T02:56:23Z,Coinbase,DOGE,SELL,14417.41,0.143096,2.06
H-00516,2024-04-19T01:45:55Z,Binance,DOGE,BUY,9064.45,0.156462,1.42
H-00517,2024-04-19T03:23:23Z,Coinbase,SOL,BUY,19.2406,116.674,2.24
H-00518,2024-04-20T02:35:28Z,Binance,ETH,SELL,0.159200,2305.05,0.37
H-00519,2024-04-20T12:20:43Z,Binance,DOGE,BUY,4192.98,0.125012,0.52
H-00520,2024-04-20T13:13:46Z,Binance,CKB,BUY,52281.76,0.00468589,0.24
H-00521,2024-04-21T06:34:48Z,Coinbase,BTC,BUY,0.01165660,60046.98,0.70
H-00522,2024-04-22T02:47:06Z,Coinbase,CKB,SELL,90588.65,0.00410931,0.37
H-00523,2024-04-22T15:08:34Z,Binance,SOL,SELL,22.5225,123.849,2.79
H-00524,2024-04-23T01:27:33Z,Coinbase,DOGE,SELL,6742.97,0.130027,0.88
H-00525,2024-04-23T12:20:15Z,Binance,CKB,SELL,81626.33,0.00451759,0.37
H-00526,2024-04-23T22:23:31Z,Binance,BTC,SELL,0.01987567,65073.57,1.29
H-00527,2024-04-24T08:02:39Z,Binance,ETH,SELL,0.071257,2279.89,0.16
H-00528,2024-04-24T09:03:56Z,Binance,CKB,BUY,70592.33,0.00356114,0.25
H-00529,2024-04-25T02:28:43Z,Binance,ETH,BUY,0.099520,2432.67,0.24
H-00530,2024-04-25T13:00:30Z,Binance,ETH,BUY,0.263754,2172.81,0.57
H-00531,2024-04-25T13:23:51Z,Coinbase,SOL,BUY,4.7878,137.641,0.66
H-00532,2024-04-26T21:21:51Z,Binance,CKB,BUY,559546.47,0.00375546,2.10
H-00533,2024-04-27T02:06:40Z,Coinbase,DOGE,BUY,5219.56,0.147833,0.77
H-00534,2024-04-27T05:04:35Z,Binance,CKB,SELL,803635.13,0.00428941,3.45
H-00535,2024-04-29T12:57:41Z,Binance,ETH,BUY,0.965649,2368.30,2.29
H-00536,2024-04-30T16:44:36Z,Binance,DOGE,BUY,10191.51,0.124446,1.27
H-00537,2024-05-01T15:16:10Z,Binance,DOGE,BUY,3003.86,0.141872,0.43
H-00538,2024-05-03T01:27:26Z,Coinbase,DOGE,BUY,1064.15,0.143608,0.15
H-00539,2024-05-04T04:32:20Z,Coinbase,DOGE,BUY,15901.82,0.138716,2.21
H-00540,2024-05-06T08:04:33Z,Coinbase,ETH,BUY,0.478719,2680.05,1.28
H-00541,2024-05-07T15:21:40Z,Binance,DOGE,BUY,14672.98,0.155624,2.28
H-00542,2024-05-09T03:19:49Z,Binance,CKB,BUY,338474.17,0.00375592,1.27
H-00543,2024-05-10T02:02:59Z,Binance,BTC,BUY,0.03589554,61578.70,2.21
H-00544,2024-05-10T18:48:30Z,Binance,BTC,BUY,0.02862749,70042.57,2.01
H-00545,2024-05-11T22:24:00Z,Coinbase,DOGE,BUY,13833.26,0.122038,1.69
H-00546,2024-05-12T06:05:08Z,Coinbase,CKB,BUY,126606.12,0.00405770,0.51
H-00547,2024-05-13T03:43:01Z,Binance,SOL,SELL,17.3710,136.693,2.37
H-00548,2024-05-14T03:51:19Z,Coinbase,CKB,SELL,159001.69,0.00430697,0.68
H-00549,2024-05-15T02:01:59Z,Binance,DOGE,BUY,13200.68,0.136956,1.81
H-00550,2024-05-15T19:43:49Z,Coinbase,ETH,SELL,0.584426,2352.90,1.38
H-00551,2024-05-15T20:00:15Z,Binance,DOGE,SELL,34940.60,0.148689,5.20
H-00552,2024-05-15T22:03:09Z,Binance,ETH,SELL,0.388693,2371.12,0.92
H-00553,2024-05-15T23:18:40Z,Coinbase,CKB,BUY,227527.50,0.00479729,1.09
H-00554,2024-05-16T02:43:21Z,Coinbase,DOGE,SELL,5126.76,0.124719,0.64
H-00555,2024-05-16T11:26:54Z,Binance,ETH,BUY,0.757467,2057.99,1.56
H-00556,2024-05-16T16:45:55Z,Binance,DOGE,SELL,43534.92,0.129628,5.64
H-00557,2024-05-16T18:01:38Z,Binance,BTC,SELL,0.03702885,76184.65,2.82
H-00558,2024-05-16T23:23:17Z,Coinbase,BTC,BUY,0.01930888,74656.99,1.44
H-00559,2024-05-16T23:29:11Z,Binance,SOL,BUY,5.6624,141.247,0.80
H-00560,2024-05-17T05:37:04Z,Binance,CKB,SELL,81765.79,0.00480211,0.39
H-00561,2024-05-17T09:18:12Z,Coinbase,DOGE,BUY,17582.26,0.135107,2.38
H-00562,2024-05-17T14:49:36Z,Coinbase,DOGE,BUY,9526.59,0.157559,1.50
H-00563,2024-05-17T15:29:46Z,Binance,DOGE,SELL,11949.51,0.143325,1.71
H-00564,2024-05-19T11:14:16Z,Binance,CKB,BUY,81844.03,0.00377245,0.31
H-00565,2024-05-19T11:57:50Z,Coinbase,ETH,SELL,0.779485,2616.12,2.04
H-00566,2024-05-19T17:39:16Z,Coinbase,ETH,BUY,0.483891,2247.38,1.09
H-00567,2024-05-19T20:34:41Z,Binance,BTC,SELL,0.02959118,67596.80,2.00
H-00568,2024-05-20T00:55:07Z,Coinbase,ETH,BUY,0.257946,2400.57,0.62
H-00569,2024-05-20T22:06:12Z,Coinbase,ETH,BUY,0.956502,2208.16,2.11
H-00570,2024-05-21T22:30:39Z,Binance,ETH,SELL,0.917597,2607.16,2.39
H-00571,2024-05-23T16:05:57Z,Coinbase,DOGE,SELL,8323.40,0.164807,1.37
H-00572,2024-05-24T08:23:03Z,Coinbase,CKB,BUY,502016.42,0.00387640,1.95
H-00573,2024-05-24T13:24:05Z,Coinbase,ETH,BUY,0.174067,2593.13,0.45
H-00574,2024-05-25T20:29:47Z,Coinbase,CKB,SELL,505372.24,0.00485624,2.45
H-00575,2024-05-27T02:16:24Z,Binance,BTC,BUY,0.01734725,70971.80,1.23
H-00576,2024-05-27T22:04:25Z,Coinbase,ETH,SELL,0.368944,2332.60,0.86
H-00577,2024-05-28T01:52:38Z,Coinbase,ETH,SELL,0.479499,2253.08,1.08
H-00578,2024-05-28T08:33:21Z,Binance,SOL,BUY,9.0689,120.344,1.09
H-00579,2024-05-28T23:45:57Z,Binance,DOGE,BUY,13416.48,0.153792,2.06
H-00580,2024-05-29T18:01:08Z,Binance,DOGE,SELL,3539.60,0.142808,0.51
H-00581,2024-05-31T03:04:03Z,Coinbase,ETH,BUY,0.196574,2370.65,0.47
H-00582,2024-05-31T09:22:13Z,Coinbase,CKB,BUY,362760.23,0.00405509,1.47
H-00583,2024-05-31T13:44:05Z,Coinbase,BTC,BUY,0.00409227,71130.62,0.29
H-00584,2024-06-01T05:20:22Z,Coinbase,BTC,SELL,0.03867499,66314.67,2.56
H-00585,2024-06-01T05:50:10Z,Binance,SOL,BUY,4.0357,107.766,0.43
H-00586,2024-06-02T13:36:20Z,Coinbase,DOGE,SELL,4638.72,0.149653,0.69
H-00587,2024-06-03T03:14:58Z,Binance,CKB,SELL,153990.09,0.00483115,0.74
H-00588,2024-06-03T04:02:20Z,Binance,SOL,BUY,12.8990,123.182,1.59
